qtd,time_on,time_off,q264,q464,q750,q1264,q1864,q2564,withtoff,is_pc,is_mob
0,0.006421,0,0.7353,0.1765,0.0882,0,0,0,0,1,0
0.078947,0.033656,0.156936,0.4321,0.079,0.037,0.2074,0.0148,0.2296,1,1,0
0.026316,0.091913,0.22896,0.2037,0.0451,0.0439,0.0427,0.0378,0.6268,1,1,0
0,0.050357,0,0.4383,0.1447,0.1447,0.1447,0.1234,0.0043,0,1,0
0,0.06493,0,0.0557,0.0361,0.0361,0.0361,0.0361,0.8,0,1,0
0,0.000361,0,0.4,0.2,0.4,0,0,0,0,1,0
0,0.005483,0,0.1786,0.1071,0.1071,0.3929,0.2143,0,0,1,0
0.026316,0.194935,0.013104,0.3981,0.2667,0.165,0.0816,0.0388,0.0498,1,1,0
0.157895,0.027982,0.05175,0.1723,0.0087,0.0098,0.0098,0.0433,0.7562,1,1,0
0.026316,0.098261,0.018564,0.792,0.0224,0.0224,0.0237,0.0237,0.1158,1,1,0
0,0.049924,0,0.6094,0.0258,0.0258,0.3391,0,0,0,1,0
0,0.001876,0,0.3636,0.4545,0.1818,0,0,0,0,1,0
0,0.002236,0,0.2143,0.1429,0.6429,0,0,0,0,1,0
0,0.004184,0,0.5833,0.0833,0,0.1667,0.0833,0.0833,0,0,1
0,0.062261,0,0.2483,0.1122,0.119,0.0816,0.068,0.3707,0,1,0
0,0.000216,0,0.5,0.5,0,0,0,0,0,0,1
0,0.00303,0,0.0667,0.0333,0.0333,0.8667,0,0,0,1,0
0.052632,0.056682,0.05886,0.2448,0.0326,0.1563,0.0391,0.0365,0.4909,1,1,0
0.026316,0.212755,0.009464,0.0427,0.0372,0.0352,0.0362,0.0397,0.8089,1,1,0
0,0.223144,0,0.0818,0.0858,0.0958,0.1168,0.3313,0.2884,0,1,0
0,0.06695,0,0.3312,0.2444,0.3569,0.0675,0,0,0,1,0
0.026316,0.102554,0.012012,0.27,0.1502,0.1565,0.166,0.1607,0.0966,1,1,0
0.131579,0.024529,0.057921,0.1277,0.0957,0.1188,0.633,0.0213,0.0035,1,1,0
0,0.029147,0,0.9174,0.0826,0,0,0,0,0,1,0
0.105263,0.015352,0.046229,0.9643,0.0357,0,0,0,0,1,1,0
0,0.012409,0,0.05,0.0667,0.2167,0.6667,0,0,0,1,0
0,0.098983,0,0.1403,0.3032,0.5566,0,0,0,0,1,0
0.026316,0.009054,0.024534,0.0562,0.0449,0.2584,0.0449,0.0449,0.5506,1,1,0
0,0.136859,0,0.0144,0.0144,0.0176,0.016,0.0176,0.92,0,1,0
0,0.024241,0,0.0672,0.042,0.042,0.8487,0,0,0,1,0
0.026316,0.014573,0.345879,0.0323,0.0452,0.1097,0.0258,0.0258,0.7613,1,0,1
0,0.023952,0,0.2,0,0,0.0286,0.0286,0.7429,0,0,1
0.052632,0.022148,0.092785,0.0264,0.0264,0.0264,0.0264,0.0264,0.868,1,1,0
0,0.000361,0,0.25,0.25,0.25,0.25,0,0,0,1,0
0,0.006204,0,0.0938,0.0313,0.0313,0.0313,0.0313,0.7813,0,1,0
0,0.079359,0,0.0921,0.0342,0.0316,0.0368,0.0368,0.7684,0,1,0
0.052632,0.07051,0.011794,0.8545,0.0124,0.0789,0.0046,0.0046,0.0449,1,1,0
0,0.368588,0,0.0245,0.0233,0.0227,0.025,0.028,0.8765,0,1,0
0.026316,0.022329,0.195035,0.1546,0.0483,0.0483,0.0531,0.0483,0.6473,1,1,0
0,0.188154,0,0.028,0.0302,0.0345,0.0421,0.0647,0.8004,0,0,1
0.026316,0.068141,0.035236,0.9392,0.0587,0.0021,0,0,0,1,1,0
0.026316,0.138843,0.019511,0.171,0.015,0.0142,0.0134,0.0134,0.773,1,1,0
0,0.289806,0,0.8631,0.0059,0.0074,0.0059,0.0059,0.1118,0,1,0
0.105263,0.067975,0.037001,0.0654,0.0629,0.0611,0.0617,0.066,0.6829,1,1,0
0,0.010822,0,0.8824,0.1176,0,0,0,0,0,1,0
0.052632,0.164731,0.02013,0.0153,0.014,0.014,0.0144,0.014,0.9285,1,1,0
0,0.005339,0,0.0556,0,0,0,0.0833,0.8611,0,0,1
0,0.016593,0,0.1392,0.1139,0.7468,0,0,0,0,1,0
0,0.132747,0,0.0436,0.0369,0.0319,0.0302,0.0319,0.8255,0,1,0
0.052632,0.024914,0.161947,0.413,0.0442,0.0383,0.0472,0.0413,0.4159,1,1,0
0,0.032249,0,0.1316,0.1382,0.125,0.2171,0.2171,0.1711,0,1,0
0,0.017243,0,0.0833,0.0476,0.2143,0.0476,0.0476,0.5595,0,1,0
0.026316,0.196739,0.038512,0.0494,0.025,0.0255,0.0278,0.0261,0.8462,1,1,0
0.026316,0.052774,0.016308,0.0282,0.0282,0.0282,0.0302,0.0282,0.8569,1,1,0
0,0.019335,0,0.2667,0.1778,0.0889,0.1111,0.3556,0,0,1,0
0.026316,0.153705,0.026281,0.0191,0.002,0.0082,0.9707,0,0,1,0,1
0,0.293702,0,0.0162,0.0095,0.0095,0.0095,0.3678,0.5874,0,1,0
0.026316,0.032393,0.080518,0.8567,0.0163,0.0228,0.1042,0,0,1,1,0
0,0.135488,0,0.0159,0.0072,0.0377,0.0449,0.8072,0.087,0,0,1
0,0.044513,0,0.0361,0,0,0.9639,0,0,0,0,1
0,0.148402,0,0,0,0.2199,0.7651,0.009,0.006,0,0,1
0,0.114133,0,0.2672,0.0111,0.0111,0.0111,0.0093,0.6902,0,1,0
0.026316,0.194358,0.01143,0.0166,0.0143,0.0131,0.0137,0.0154,0.9269,1,1,0
0,0.239377,0,0.025,0.0223,0.0223,0.0259,0.0983,0.8061,0,1,0
0,0.031167,0,0.1931,0.0276,0.0207,0.0207,0.0207,0.7172,0,1,0
0,0.214775,0,0.009,0.009,0.009,0.0111,0.0111,0.9508,0,1,0
0,0.043287,0,0.8195,0.1805,0,0,0,0,0,1,0
0.052632,0.033211,0.065448,0.9636,0.0364,0,0,0,0,1,1,0
0,0.192266,0,0.2465,0.1838,0.1697,0.1899,0.1354,0.0747,0,1,0
0,0.020128,0,0.0265,0.0177,0.1947,0.7168,0.0442,0,0,0,1
0,0.203521,0,0.1567,0.226,0.4041,0.1887,0.0245,0,0,1,0
0.026316,0.006529,0.081829,0.0806,0.0806,0.5323,0.0968,0.0968,0.1129,1,1,0
0.026316,0.172246,0.037202,0.4881,0.1412,0.0349,0.3358,0,0,1,1,0
0,0.027848,0,0.0075,0,0,0,0,0.9925,0,0,1
0,0.020489,0,0.4433,0.1237,0.1443,0.2887,0,0,0,1,0
0.026316,0.013708,0.219132,0.0294,0.0294,0.0221,0.9191,0,0,1,1,0
0,0.005122,0,1,0,0,0,0,0,0,1,0
0.026316,0.011579,0.111532,0.5,0,0,0,0,0.5,1,1,0
0,0.000505,0,0.6,0.4,0,0,0,0,0,1,0
0.026316,0.026549,0.091366,0.1986,0.1575,0.1712,0.0959,0.1712,0.2055,1,0,1
0.026316,0.006998,0.20166,0.0308,0.1692,0.2308,0.2308,0.2,0.1385,1,1,0
0,0.005483,0,0.4615,0.1154,0.0769,0.0769,0.2692,0,0,1,0
0,0.166799,0,0.8797,0.0567,0.047,0.0166,0,0,0,1,0
0,0.013708,0,0.94,0.04,0.02,0,0,0,0,1,0
0,0.009812,0,0.04,0,0,0.96,0,0,0,0,1
0,0.001515,0,0.6,0.4,0,0,0,0,0,1,0
0,0.00505,0,0.08,0.08,0.08,0.08,0.12,0.56,0,1,0
0,0.004184,0,0.0455,0.0455,0.0455,0.0455,0.0455,0.7727,0,1,0
0,0.001587,0,0.069,0.0345,0.0345,0.0345,0.0345,0.7931,0,1,0
0.026316,0.036722,0.010847,0.5797,0.0087,0.0087,0.4029,0,0,1,1,0
0.052632,0.041604,0.260629,0.2583,0.3779,0.3568,0.0018,0.0018,0.0035,1,0,1
0.078947,0.096891,0.039944,0.175,0.0262,0.0301,0.0256,0.3133,0.4298,1,1,0
0.026316,0.336339,0.016744,0.0332,0.0342,0.0371,0.0506,0.5048,0.34,1,1,0
0.026316,0.02269,0.243302,0.4745,0.1276,0.0918,0.148,0.1429,0.0153,1,1,0
0.026316,0.055948,0.101121,0.1135,0.0038,0.0904,0.1077,0.2596,0.425,1,0,1
0,0.200346,0,0.7328,0.148,0.1193,0,0,0,0,1,0
0,0.220258,0,0.0413,0.0413,0.0393,0.0648,0.3978,0.4155,0,1,0
0,0.00606,0,0.375,0.25,0.25,0.125,0,0,0,1,0
0,0.00772,0,1,0,0,0,0,0,0,1,0
0.026316,0.042638,0.198165,0.4538,0.0473,0.043,0.0688,0.0581,0.329,1,1,0
0.026316,0.066734,0.104252,0.236,0.0161,0.0177,0.0144,0.0144,0.7014,1,1,0
0,0.060818,0,0.4523,0.0247,0.0247,0.0247,0.0283,0.4452,0,1,0
0,0.000938,0,0,0,0.6667,0,0,0.3333,0,0,1
0,0.01414,0,0.1129,0,0,0,0,0.8871,0,0,1
0.026316,0.058618,0.012012,0.9668,0.0137,0.0137,0.0039,0.002,0,1,1,0
0,0.097828,0,0.9279,0.0721,0,0,0,0,0,1,0
0,0.00606,0,0.3226,0.3871,0.2258,0.0645,0,0,0,1,0
0.026316,0.02792,0.031013,0.0147,0,0,0.011,0,0.9744,1,0,1
0,0.020633,0,0.2525,0.0505,0.0505,0.0505,0.0505,0.5455,0,1,0
0.026316,0.117055,0.102359,0.9034,0.0966,0,0,0,0,1,1,0
0,0.08679,0,0.1802,0.0222,0.0198,0.7778,0,0,0,1,0
0,0.005194,0,0.1,0.0667,0.0667,0.0667,0.0667,0.6333,0,1,0
0.105263,0.07506,0.030049,0.4891,0.0528,0.0472,0.0485,0.0466,0.3157,1,1,0
0,0.087872,0,0.6765,0.0815,0.1407,0.0519,0.0494,0,0,1,0
0.052632,0.032537,0.022168,0.2867,0.0875,0.0853,0.0985,0.105,0.337,1,1,0
0.052632,0.052906,0.034653,0.1421,0.0262,0.0611,0.192,0.1409,0.4377,1,0,1
0,0.032537,0,0.0067,0.0537,0.047,0.0671,0.2953,0.5302,0,1,0
0,0.036505,0,0.5371,0.0571,0.04,0.04,0.0514,0.2743,0,1,0
0,0.002453,0,0.125,0.875,0,0,0,0,0,0,1
0,0.008585,0,0.2683,0.1951,0.1707,0.1463,0.0976,0.122,0,1,0
0,0.089532,0,0.1487,0.1655,0.2518,0.3645,0.06,0.0096,0,1,0
0.078947,0.11545,0.02053,0.479,0.134,0.1148,0.0904,0.0613,0.1205,1,1,0
0,0.001948,0,0.1389,0.0833,0.0278,0.0278,0.0556,0.6667,0,1,0
0,0.002886,0,0.4444,0.1111,0.0556,0.0556,0.0556,0.2778,0,1,0
0,0.01212,0,0.0508,0.0508,0.2542,0.0678,0.0678,0.5085,0,1,0
0.026316,0.110237,0.069307,0.4597,0,0.5403,0,0,0,1,0,1
0,0.054397,0,1,0,0,0,0,0,0,1,0
0,0.001587,0,0.2,0.1,0.1,0.1,0.1,0.4,0,1,0
0,0.237717,0,0.0081,0.0018,0.0126,0.0727,0.0835,0.8214,0,0,1
0,0.029796,0,0.0278,0.1111,0.25,0.3056,0.2778,0.0278,0,1,0
0,0.005988,0,0.4688,0.125,0.0938,0.1563,0.0625,0.0938,0,1,0
0,0.024674,0,0.0222,0.0148,0.8074,0.1556,0,0,0,1,0
0.026316,0.022257,0.031887,0.0977,0.0279,0.0279,0.8465,0,0,1,1,0
0,0.317798,0,0.0081,0.0074,0.0074,0.0074,0.0074,0.9621,0,1,0
0,0.09083,0,0.9243,0.0189,0.0189,0.0378,0,0,0,1,0
0.078947,0.011597,0.143419,0.942,0.058,0,0,0,0,1,1,0
0,0.036361,0,0.098,0.0294,0.0294,0.0196,0.049,0.7745,0,1,0
0,0.035928,0,0.8214,0.0119,0.0119,0.0119,0.0119,0.131,0,1,0
0.026316,0.105728,0.085687,0.337,0.2288,0.2068,0.1767,0.0452,0.0055,1,1,0
0,0.013852,0,0.0294,0.0147,0.9412,0.0147,0,0,0,1,0
0,0.040329,0,0.3737,0.0316,0.0211,0.0211,0.0158,0.5368,0,1,0
0.026316,0.12427,0.116264,0.0746,0.0577,0.056,0.0577,0.0526,0.7014,1,1,0
0,0.116514,0,0,0,0.9944,0,0,0.0056,0,0,1
0.052632,0.049515,0.059806,0.3417,0.1879,0.1775,0.1598,0.0858,0.0473,1,1,0
0.026316,0.104394,0.127184,0.1988,0.1936,0.2484,0.3592,0,0,1,1,0
0.026316,0.227942,0.02832,0.1418,0.0243,0.0238,0.0238,0.0385,0.7479,1,1,0
0.026316,0.199553,0.081101,0.0095,0.0022,0.986,0.0022,0,0,1,0,1
0,0.107279,0,0.0105,0,0,0,0.0084,0.9811,0,0,1
0,0.009379,0,0.8684,0.1316,0,0,0,0,0,1,0
0.026316,0.1273,0.098864,0.8456,0.0051,0.0051,0.1442,0,0,1,1,0
0,0.04069,0,0.0067,0.9933,0,0,0,0,0,0,1
0.026316,0.007251,0.139633,0.0556,0.0417,0.0417,0.0417,0.0417,0.7778,1,1,0
0.026316,0.021788,0.02002,0.0143,0.1048,0.5476,0.2,0.0667,0.0667,1,0,1
0,0.006493,0,0.1304,0.1087,0.1087,0.1087,0.1087,0.4348,0,1,0
0,0.253878,0,0.067,0.0093,0.0093,0.0093,0.0102,0.8948,0,1,0
0.052632,0.132554,0.026755,0.7237,0.073,0.0619,0.1414,0,0,1,1,0
0,0.229421,0,0.0038,0.0038,0.0038,0.0038,0.0038,0.9812,0,1,0
0.026316,0.005194,0.029921,0.1458,0.2917,0.5625,0,0,0,1,0,1
0,0.033042,0,0.0637,0.1338,0.8025,0,0,0,0,0,1
0,0.01717,0,0.0652,0,0.0543,0.8804,0,0,0,0,1
0.026316,0.031203,0.058896,0.3545,0,0,0,0.05,0.5955,1,0,1
0.052632,0.097347,0.066613,0.0353,0.0151,0.0137,0.0144,0.0122,0.9093,1,1,0
0,0.000866,0,0,0,0,0,0,1,0,0,1
0,0.005122,0,1,0,0,0,0,0,0,1,0
0,0.009595,0,0.1463,0.0732,0.7073,0.0732,0,0,0,1,0
0.052632,0.112089,0.047503,0.5257,0.0995,0.0811,0.0353,0.0546,0.2039,1,1,0
0,0.003968,0,0.2174,0.7826,0,0,0,0,0,1,0
0.105263,0.114681,0.028702,0.0296,0.0341,0.0438,0.0548,0.1182,0.7194,1,0,1
0.026316,0.132422,0.028029,0.2854,0.0285,0.0293,0.0285,0.0268,0.6016,1,1,0
0,0.197461,0,0.093,0.007,0.007,0.893,0,0,0,1,0
0,0.002597,0,0.2857,0.2857,0.2857,0.1429,0,0,0,1,0
0,0.075103,0,0.1948,0.1891,0.212,0.2321,0.1633,0.0086,0,1,0
0.131579,0.058016,0.022103,0.6267,0.2669,0.1064,0,0,0,1,1,0
0.052632,0.134141,0.031487,0.1175,0.0112,0.0112,0.8602,0,0,1,1,0
0,0.00505,0,0.0741,0.1111,0.0741,0.0741,0.1111,0.5556,0,1,0
0,0.160089,0,0.3804,0.313,0.1974,0.0915,0.0177,0,0,1,0
0,0.000361,0,0.2,0.2,0.2,0.2,0.2,0,0,1,0
0.026316,0.047399,0.015288,0.7218,0.2782,0,0,0,0,1,1,0
0.026316,0.022185,0.026136,0.6905,0.1667,0.0476,0.0595,0.0357,0,1,1,0
0.026316,0.10057,0.14189,0.4214,0.1155,0.0995,0.3636,0,0,1,1,0
0,0.001587,0,0.0833,0.0833,0.0833,0.0833,0.0833,0.5833,0,1,0
0,0.023375,0,0,1,0,0,0,0,0,0,1
0.026316,0.013491,0.053509,0.4031,0.5891,0.0078,0,0,0,1,1,0
0.026316,0.091552,0.066322,0.689,0.0129,0.0141,0.0117,0.0117,0.2606,1,1,0
0,0.127841,0,0.0218,0.0185,0.0151,0.0151,0.0269,0.9025,0,1,0
0.052632,0.0859,0.025444,0.8635,0.0892,0.021,0.0184,0.0066,0.0013,1,1,0
0,0.043143,0,0.3483,0.0299,0.0299,0.592,0,0,0,1,0
0,0.011976,0,0.9722,0.0278,0,0,0,0,0,1,0
0,0.036,0,0.454,0.1043,0.092,0.0798,0.092,0.1779,0,1,0
0,0.02489,0,0.7107,0.0248,0.0248,0.0165,0.0248,0.1983,0,1,0
0,0.008297,0,0,0,0,0,0,1,0,0,1
0,0.005122,0,0.8182,0,0,0,0,0.1818,0,0,1
0,0.206984,0,0.0458,0.0281,0.0583,0.8677,0,0,0,1,0
0.052632,0.101003,0.017654,0.3514,0.1745,0.1506,0.1331,0.1745,0.0159,1,1,0
0,0.00101,0,0.6667,0,0,0.3333,0,0,0,0,1
0.052632,0.028257,0.094605,0.2438,0.0443,0.0419,0.0394,0.0394,0.5911,1,1,0
0.052632,0.027367,0.01274,0.0683,0.6196,0.1025,0.0866,0.123,0,1,0,1
0,0.050934,0,0.094,0.0812,0.1667,0.6581,0,0,0,1,0
0.026316,0.222603,0.043171,0.041,0.0415,0.041,0.0439,0.3673,0.4653,1,1,0
0,0.13152,0,0.6599,0.171,0.0588,0.0202,0.0037,0.0864,0,1,0
0,0.038958,0,0.0328,0.9672,0,0,0,0,0,1,0
0.052632,0.004834,0.020894,0.6812,0.1304,0,0,0,0.1884,1,0,1
0,0.17827,0,0.6591,0.1403,0.0791,0.1097,0.0119,0,0,1,0
0,0.04206,0,0.1421,0.1421,0.1675,0.1777,0.2081,0.1624,0,1,0
0.026316,0.032393,0.075349,0.0611,0.0096,0.0129,0.0386,0.0675,0.8103,1,0,1
0.026316,0.06897,0.209158,0.8769,0.0218,0.0218,0.0202,0.0171,0.0421,1,1,0
0.052632,0.096963,0.065448,0.59,0.0332,0.0354,0.0339,0.028,0.2795,1,1,0
0.026316,0.014068,0.026573,0.0526,0.0395,0.0724,0.0461,0.0263,0.7632,1,1,0
0.052632,0.065435,0.025954,0.683,0.1076,0.1181,0.0901,0.0012,0,1,1,0
0,0.281581,0,0.01,0.0023,0.0023,0.9855,0,0,0,1,0
0.026316,0.012265,0.017691,0.1238,0.2,0.2667,0.0571,0.3048,0.0476,1,0,1
0,0.012842,0,1,0,0,0,0,0,0,1,0
0,0.091047,0,0.5365,0.3281,0.1328,0.0026,0,0,0,1,0
0,0.200563,0,0.6416,0.3584,0,0,0,0,0,1,0
0.026316,0.037768,0.011503,0.2022,0.0225,0.0225,0.0225,0.0225,0.7079,1,1,0
0.026316,0.07081,0.076878,0.1006,0.0248,0.0321,0.0262,0.0306,0.7857,1,1,0
0,0.004401,0,0.0833,0.0417,0.0417,0.8333,0,0,0,1,0
0.026316,0.065255,0.045792,0.9341,0.0636,0.0023,0,0,0,1,1,0
0.026316,0.088594,0.024607,0.0157,0.0169,0.0157,0.0193,0.0157,0.9167,1,1,0
0.078947,0.027,0.020918,0.0079,0,0.0079,0,0.0079,0.9763,1,1,0
0,0.000938,0,0.1429,0.1429,0.1429,0.1429,0.1429,0.2857,0,1,0
0,0.049419,0,0.9614,0.0086,0.0086,0.0215,0,0,0,1,0
0.026316,0.253661,0.038658,0.0767,0.0091,0.0091,0.9051,0,0,1,1,0
0,0.002597,0,0.0667,0,0.0667,0.8667,0,0,0,1,0
0,0.023519,0,1,0,0,0,0,0,0,1,0
0.026316,0.055912,0.04055,0.8664,0.0401,0.0382,0.042,0.0095,0.0038,1,1,0
0,0.378616,0,0.2144,0.0146,0.0228,0.017,0.0135,0.7176,0,1,0
0,0.008657,0,0.2889,0.2889,0.3556,0.0667,0,0,0,1,0
0,0.011327,0,0.2105,0.0351,0.6491,0.0351,0.0351,0.0351,0,1,0
0.026316,0.018794,0.293171,0.1314,0.0514,0.0629,0.0514,0.0571,0.6457,1,1,0
0.052632,0.024265,0.01649,0.0204,0.0175,0.0204,0.2303,0.0204,0.691,1,1,0
0,0.031744,0,0.0068,0.0338,0.0473,0.2095,0.1081,0.5946,0,1,0
0,0.026044,0,0.9804,0.0196,0,0,0,0,0,1,0
0.105263,0.070038,0.027574,0.0326,0.0248,0.0456,0.0443,0.0782,0.7744,1,0,1
0.026316,0.012265,0.011284,0.1966,0.8034,0,0,0,0,1,1,0
0,0.003679,0,0.5,0.1667,0.3333,0,0,0,0,1,0
0.105263,0.05242,0.070417,0.5146,0.04,0.0341,0.0466,0.0225,0.3422,1,1,0
0,0.016449,0,0.2532,0.4684,0.1392,0.1392,0,0,0,0,1
0,0.043143,0,0.6498,0.0461,0.0461,0.0415,0.0415,0.1751,0,1,0
0.026316,0.118714,0.024607,0.8963,0.0103,0.0103,0.0832,0,0,1,1,0
0,0.016016,0,0.1739,0.1304,0.1087,0.1087,0.0652,0.413,0,1,0
0.026316,0.025503,0.025116,0.1145,0.3084,0.5595,0,0.0088,0.0088,1,0,1
0.026316,0.167629,0.01689,0.0165,0.0165,0.0165,0.0165,0.0159,0.9182,1,1,0
0.026316,0.060818,0.094642,0.7945,0.0583,0.0379,0.0496,0.0335,0.0262,1,1,0
0,0.067239,0,0.0322,0,0.9678,0,0,0,0,0,1
0,0.012192,0,0.2759,0.1379,0.1207,0.1207,0.1552,0.1897,0,1,0
0.131579,0.041495,0.022248,0.3251,0.141,0.131,0.1749,0.2005,0.0275,1,1,0
0,0.008152,0,0.0976,0.0488,0.561,0.2439,0.0488,0,0,1,0
0.131579,0.046233,0.038992,0.3502,0.6386,0.0112,0,0,0,1,1,0
0.131579,0.052401,0.035571,0.0943,0.0836,0.0779,0.2171,0.1736,0.3536,1,1,0
0,0.184763,0,0.2233,0.1408,0.1735,0.2427,0.1735,0.0461,0,1,0
0,0.031383,0,0.6579,0.2895,0.0526,0,0,0,0,1,0
0,0.026766,0,0.0144,0.0144,0.0144,0.036,0.0576,0.8633,0,0,1
0,0.186134,0,0.1381,0.0253,0.0437,0.0299,0.0334,0.7296,0,1,0
0.078947,0.091083,0.088041,0.0875,0.0347,0.0329,0.8449,0,0,1,1,0
0.026316,0.010858,0.249272,0.4151,0.0472,0.0472,0.4906,0,0,1,1,0
0,0.008152,0,0.8293,0.0488,0.0244,0.0976,0,0,0,1,0
0,0.100642,0,0.0254,0.0254,0.0211,0.0211,0.0211,0.8858,0,1,0
0,0.693961,0,0.885,0.0772,0.0335,0.0042,0,0,0,1,0
0,0.140466,0,0.8716,0.1284,0,0,0,0,0,1,0
0.026316,0.079035,0.032251,0.502,0.1903,0.2389,0.0688,0,0,1,0,1
0,0.372195,0,1,0,0,0,0,0,0,1,0
0,0.084987,0,0.0253,0.0203,0.0203,0.0203,0.0354,0.8785,0,1,0
0,0.011832,0,0,0,0,0,0,1,0,0,1
0.026316,0.034702,0.038221,0.9665,0.0335,0,0,0,0,1,1,0
0.026316,0.076979,0.017764,0.3161,0.4233,0.2077,0.0529,0,0,1,0,1
0,0.001226,0,0.2222,0.2222,0.1111,0.1111,0.1111,0.2222,0,1,0
0.052632,0.084578,0.048522,0.9229,0.0524,0.0247,0,0,0,1,1,0
0,0.00974,0,0.1667,0.4524,0.381,0,0,0,0,1,0
0,0.29702,0,0.0212,0.0044,0.0044,0.0058,0.0044,0.9599,0,1,0
0,0.030662,0,0.1586,0.1172,0.131,0.1034,0.2759,0.2138,0,1,0
0,0.077339,0,0.0221,0.0221,0.0221,0.9337,0,0,0,1,0
0,0.048986,0,0.0377,0.4477,0.5146,0,0,0,0,0,1
0,0.046894,0,0.1608,0.2111,0.2161,0.1055,0.1055,0.201,0,1,0
0,0.205901,0,0.191,0.3653,0.4004,0.0434,0,0,0,0,1
0.078947,0.09056,0.011139,0.1712,0.0106,0.0106,0.8076,0,0,1,1,0
0,0.000721,0,0.3333,0.1667,0.1667,0.3333,0,0,0,1,0
0,0.086502,0,0.9308,0.0566,0.0063,0.0063,0,0,0,1,0
0,0.131448,0,0.27,0.0049,0.0049,0.7201,0,0,0,1,0
0.026316,0.107676,0.040769,0.9831,0.0169,0,0,0,0,1,1,0
0,0.003896,0,0.8636,0.1364,0,0,0,0,0,1,0
0,0.081235,0,1,0,0,0,0,0,0,1,0
0.026316,0.192483,0.0447,0.0466,0.0125,0.0102,0.0102,0.0102,0.9101,1,1,0
0.052632,0.024289,0.074512,0.6777,0.2381,0.011,0.0733,0,0,1,1,0
0,0.022509,0,0.8621,0,0,0,0,0.1379,0,0,1
0,0.178847,0,0.0448,0.17,0.2003,0.166,0.2082,0.2108,0,1,0
0,0.001082,0,0.25,0.125,0.125,0.5,0,0,0,1,0
0.026316,0.04491,0.009173,0.9905,0.0095,0,0,0,0,1,1,0
0,0.046317,0,0.0818,0.0136,0.0136,0.0136,0.0136,0.8636,0,1,0
0.026316,0.203232,0.008809,0.4174,0.1168,0.1105,0.1089,0.0993,0.1471,1,1,0
0,0.001804,0,1,0,0,0,0,0,0,0,1
0.052632,0.087464,0.030722,0.5112,0.0249,0.0331,0.0215,0.0207,0.3886,1,1,0
0.052632,0.051776,0.216257,0.2736,0.0222,0.0375,0.6667,0,0,1,1,0
0,0.290383,0,0.11,0.2238,0.3747,0.2914,0,0,0,1,0
0.026316,0.016052,0.035818,0.0875,0.075,0.1188,0.7188,0,0,1,1,0
0.026316,0.009054,0.451514,0.236,0.0787,0.1573,0.0449,0.4831,0,1,1,0
0.026316,0.050501,0.014269,0.1371,0.0591,0.0549,0.0612,0.038,0.6498,1,1,0
0,0.00404,0,0.0952,0.0952,0.0952,0.0952,0.0952,0.5238,0,1,0
0,0.098478,0,0.2444,0.2182,0.4768,0.0606,0,0,0,0,1
0.026316,0.124378,0.120486,0.0537,0.0921,0.0816,0.1583,0.2274,0.3868,1,1,0
0,0.01984,0,0.2396,0.0625,0.0625,0.0521,0.0521,0.5313,0,1,0
0.026316,0.200635,0.024607,0.6111,0.0182,0.0182,0.0177,0.0177,0.3171,1,1,0
0,0.007792,0,0.05,0.025,0.025,0.025,0.05,0.825,0,1,0
0.026316,0.195621,0.009391,0.0332,0.0041,0.145,0,0.0245,0.7932,1,0,1
0,0.008008,0,1,0,0,0,0,0,0,0,1
0.026316,0.193096,0.077024,0.0343,0.0408,0.1411,0.1969,0.5638,0.0231,1,0,1
0,0.01414,0,1,0,0,0,0,0,0,1,0
0,0.52507,0,0.2019,0.0244,0.0235,0.0231,0.0227,0.7044,0,1,0
0.026316,0.05079,0.017108,0.0275,0,0,0,0,0.9725,1,0,1
0,0.016088,0,0,1,0,0,0,0,0,0,1
0,0.404877,0,0.0278,0.2078,0.7644,0,0,0,0,0,1
0.026316,0.155941,0.168317,0.0275,0.0282,0.0275,0.0275,0.0323,0.8569,1,1,0
0,0.040473,0,0.1309,0.2042,0.4188,0.2461,0,0,0,1,0
0,0.055768,0,0.9368,0.0632,0,0,0,0,0,1,0
0,0.041483,0,0.0101,0,0,0,0.0151,0.9749,0,0,1
0,0.015655,0,0.0141,0.9577,0.0282,0,0,0,0,0,1
0,0.056922,0,0.9454,0.0546,0,0,0,0,0,1,0
0,0.001082,0,1,0,0,0,0,0,0,0,1
0.026316,0.058329,0.176252,0.0089,0.0072,0.0072,0.0072,0.0072,0.9624,1,1,0
0,0.008225,0,0.0256,0.0513,0.9231,0,0,0,0,0,1
0,0.002525,0,0.5714,0.1429,0.0714,0.0714,0.0714,0.0714,0,1,0
0.026316,0.060061,0.09122,0.8297,0.0959,0.0384,0.0096,0.0072,0.0192,1,1,0
0.184211,0.00882,0.088922,0,0,0,0,0.009,0.991,1,0,1
0,0.048409,0,0.3171,0.2098,0.1707,0.3024,0,0,0,1,0
0.026316,0.098622,0.010265,0.0749,0.0653,0.0546,0.8051,0,0,1,1,0
0.105263,0.06721,0.035254,0.1802,0.0479,0.0645,0.7074,0,0,1,1,0
0,0.032177,0,0.2071,0.0357,0.0357,0.0214,0.2429,0.4571,0,1,0
0,0.142703,0,0.8431,0.009,0.009,0.1388,0,0,0,1,0
0,0.057355,0,0.213,0.3796,0.1759,0.1343,0.0648,0.0324,0,1,0
0.052632,0.080345,0.015762,0.1781,0.0627,0.1294,0.3552,0.2746,0,1,0,1
